TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionSpan,Outlier_Attempts,AgeGroup,Target
100.99,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,524.0,0,60+,0
90.88,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.4700000000003,622.0,0,<18,0
655.15,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,671.0,0,18-30,2
320.55,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,552.0,0,41-50,0
41.51,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.5999999999999,396.0,0,18-30,1
71.53,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,370.00000000000006,0,60+,1
467.13,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,402.0,0,51-60,1
235.4,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999999,404.0,0,18-30,1
159.32,Debit,Seattle,Branch,18.0,Student,100.00000000000001,1.0,304.44,657.0,0,<18,0
50.83,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,321.0,0,18-30,1
56.89,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,639.0,0,51-60,1
20.22,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,604.0,0,41-50,0
50.4,Debit,San Antonio,Branch,36.0,Doctor,84.00000000000001,1.0,1677.01,587.0,0,31-40,1
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,545.0,0,51-60,0
119.61,Debit,San Diego,ATM,33.0,Doctor,53.00000000000001,1.0,9899.94,600.0,0,31-40,1
211.36,Debit,Miami,Branch,18.0,Student,129.0,1.0,756.74,348.0,0,<18,0
116.58,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,430.0,0,41-50,2
211.36,Debit,Portland,ATM,30.0,Doctor,161.0,1.0,11090.24,495.0,0,18-30,0
391.96,Debit,,ATM,64.0,Retired,79.0,1.0,2174.16,503.00000000000006,0,60+,3
156.26,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.100000000001,671.0,0,41-50,0
427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,461.0,0,41-50,0
443.68,Debit,Tucson,,18.0,Student,137.0,1.0,874.1499999999999,558.0,0,<18,0
101.76,,Philadelphia,,31.0,Doctor,26.0,1.0,6043.25,622.0,0,31-40,1
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,444.0,0,31-40,0
326.29,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.259999999999,333.0,0,51-60,0
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.00000000000001,1.0,5401.21,614.0,0,31-40,0
56.02,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,503.00000000000006,0,18-30,0
288.28,,Portland,Online,27.0,Student,36.0,1.0,160.83,656.0,0,18-30,1
245.67,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.2499999999999,671.0,0,18-30,0
152.18,Credit,Los Angeles,Online,39.0,Engineer,176.0,1.0,2459.84,453.99999999999994,1,31-40,0
114.35,Credit,El Paso,Branch,41.0,Engineer,21.000000000000004,1.0,469.12,342.0,0,41-50,1
373.27,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,485.0,0,60+,3
504.63000000000005,Debit,Portland,Online,60.0,Engineer,168.00000000000003,1.0,3806.16,356.0,0,51-60,0
126.22,Debit,Atlanta,ATM,46.0,Engineer,77.0,1.0,6133.41,549.0,1,41-50,1
820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,321.0,0,41-50,3
211.36,Credit,Houston,Online,68.0,Doctor,127.0,1.0,14881.77,583.0,0,60+,0
8.37,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.34,661.0,0,60+,0
197.49,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,489.0,0,51-60,1
637.97,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,377.0,0,51-60,3
13.52,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77,538.0,0,18-30,1
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,594.0,0,41-50,2
375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,1.0,5495.3,514.0,1,51-60,1
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,625.0,0,41-50,3
78.44,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,348.0,0,51-60,2
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,657.0,0,41-50,2
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,459.00000000000006,0,31-40,2
10.07,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.81,656.0,0,18-30,1
120.61999999999999,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,615.0,0,18-30,1
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,384.0,0,51-60,0
119.3,Debit,Mesa,Branch,34.0,Engineer,22.0,1.0,319.04,432.99999999999994,1,31-40,1
280.92,Debit,Phoenix,Online,41.0,Doctor,168.00000000000003,1.0,5298.85,307.0,0,41-50,0
42.42,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,521.0,0,18-30,0
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,503.00000000000006,0,60+,2
22.59,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,587.0,0,60+,1
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.319999999999,391.00000000000006,0,51-60,3
25.94,Credit,San Jose,Online,58.0,Retired,211.0,1.0,4815.11,384.0,1,51-60,2
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,453.99999999999994,0,51-60,2
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,1.0,10427.0,599.0,1,51-60,3
350.15,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47,342.0,0,18-30,2
211.36,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.06,436.00000000000006,0,60+,0
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,496.0,0,18-30,2
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,573.0,0,18-30,0
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,418.0,0,31-40,3
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.00000000000001,1.0,5126.65,342.0,0,51-60,1
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8899999999999,608.0,0,18-30,3
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,416.0,0,51-60,0
21.49,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,549.0,0,51-60,2
63.58,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.040000000001,419.0,0,<18,2
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,468.0,0,60+,0
12.11,Debit,Jacksonville,,75.0,Retired,127.0,1.0,1730.28,327.0,0,60+,0
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,543.0,0,41-50,3
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,328.0,0,18-30,0
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.36,643.0,0,51-60,0
99.76,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,453.99999999999994,0,18-30,0
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,467.0,0,51-60,0
33.61,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,440.0,0,18-30,1
498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,643.0,0,31-40,1
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,426.0,0,18-30,1
1.8700000000000003,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,380.0,0,60+,0
78.92,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,507.0,0,51-60,1
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,650.0,0,31-40,1
28.73,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,485.0,0,51-60,0
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,506.0,0,18-30,1
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,594.0,0,18-30,3
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.62999999999994,636.0,0,<18,2
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,466.0,0,60+,3
75.53,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,440.0,0,18-30,0
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,552.0,0,60+,1
39.11,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,429.0,0,18-30,0
211.36,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.93,608.0,0,18-30,0
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,355.0,0,60+,3
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.00000000000001,1.0,4471.05,466.0,0,31-40,1
504.71,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,573.0,0,18-30,3
371.47,Credit,Milwaukee,Branch,24.0,Student,58.00000000000001,1.0,1187.04,523.0,0,18-30,1
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,622.0,0,31-40,2
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,538.0,0,31-40,1
121.71,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,425.0,0,51-60,0
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,670.0,0,18-30,0
117.55,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,534.0,0,18-30,1
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,621.0,0,18-30,0
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,335.0,0,41-50,1
211.36,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,650.0,0,51-60,1
283.23,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.7700000000002,485.0,0,31-40,3
346.65,Debit,Washington,Online,30.0,Engineer,60.00000000000001,1.0,6356.96,307.0,0,18-30,1
381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,485.0,0,60+,0
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.850000000001,621.0,0,60+,1
29.22,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,486.0,0,18-30,0
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,461.0,0,60+,0
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,513.0,0,51-60,0
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,662.0,0,60+,1
73.95,Debit,Kansas City,ATM,26.0,Student,75.99999999999999,1.0,363.92,365.99999999999994,0,18-30,1
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,626.0,0,18-30,3
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,598.0,0,18-30,1
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,657.0,0,18-30,0
56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,633.0,0,41-50,1
248.95000000000002,Credit,San Francisco,Branch,65.0,Retired,29.000000000000004,1.0,3059.79,506.0,0,60+,1
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,503.00000000000006,0,31-40,0
211.36,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.61,485.0,0,18-30,1
84.34,Debit,Memphis,Online,58.0,Retired,247.99999999999997,1.0,5313.97,514.0,1,51-60,2
211.36,Debit,Phoenix,ATM,31.0,Engineer,156.0,1.0,6227.99,423.0,0,31-40,0
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,339.0,0,51-60,3
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,479.00000000000006,0,51-60,0
236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,374.0,0,18-30,1
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.82,496.0,0,18-30,0
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,453.99999999999994,0,41-50,0
384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.7899999999998,485.0,0,41-50,0
820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,611.0,0,60+,3
474.77,Credit,Indianapolis,Online,56.0,Engineer,50.00000000000001,1.0,2158.59,314.0,0,51-60,1
542.72,Credit,Indianapolis,Branch,43.0,Doctor,91.99999999999999,1.0,6011.8,426.0,0,41-50,3
79.8,Debit,Fort Worth,ATM,73.0,Retired,75.99999999999999,1.0,6372.58,317.0,0,60+,1
46.24,Debit,San Diego,Branch,57.0,Engineer,52.00000000000001,1.0,2569.56,601.0,0,51-60,1
327.8,Debit,San Francisco,ATM,61.0,Doctor,53.99999999999999,1.0,10585.48,346.0,0,60+,1
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999999,485.0,0,51-60,0
55.89,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,444.0,0,60+,0
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,633.0,0,18-30,1
101.19,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,340.0,0,60+,1
827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,1.0,9800.21,656.0,1,31-40,2
61.970000000000006,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,531.0,0,60+,1
27.21,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,508.0,0,60+,0
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,422.0,0,60+,1
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,451.0,0,31-40,0
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,359.0,0,41-50,0
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.4699999999993,502.00000000000006,0,51-60,1
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,328.0,0,60+,0
456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,404.0,0,18-30,2
101.42,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,558.0,0,60+,0
300.61,Debit,El Paso,Online,44.0,Doctor,51.00000000000001,1.0,7895.540000000001,552.0,0,41-50,1
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,517.0,0,51-60,0
345.54,Debit,San Diego,Online,29.0,Engineer,50.00000000000001,1.0,2091.78,649.0,0,18-30,1
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,663.0,0,41-50,3
111.21,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,440.0,0,31-40,0
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,432.99999999999994,0,51-60,1
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.7300000000005,319.0,0,31-40,0
92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,587.0,0,18-30,0
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,419.0,0,60+,0
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,444.0,0,60+,2
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,1.0,2797.26,662.0,1,18-30,1
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.0400000000004,517.0,0,51-60,1
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,447.0,0,51-60,0
51.07,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,650.0,0,60+,0
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.8200000000006,310.0,0,51-60,0
74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,643.0,0,60+,0
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,375.0,0,18-30,1
628.36,Debit,Austin,Online,44.0,Doctor,107.99999999999999,1.0,11869.71,653.0,0,41-50,3
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,621.0,0,18-30,0
362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,485.0,0,60+,1
560.15,Credit,Memphis,Online,50.0,Engineer,91.99999999999999,1.0,817.83,447.0,0,41-50,3
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,1.0,3663.64,510.0,1,60+,1
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,601.0,0,18-30,0
24.77,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.23,368.00000000000006,0,31-40,1
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,1.0,13446.81,362.0,1,41-50,3
80.24,Credit,New York,Branch,53.0,Doctor,58.00000000000001,1.0,8012.810000000001,534.0,0,51-60,1
8.65,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,349.0,0,60+,0
178.91,Debit,Omaha,ATM,18.0,Student,18.999999999999996,1.0,8870.89,599.0,0,<18,1
115.22,Debit,San Francisco,Branch,27.0,Engineer,107.99999999999999,1.0,906.1999999999999,331.0,0,18-30,0
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,314.0,0,41-50,2
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,332.0,0,60+,3
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,552.0,0,60+,1
280.99,Debit,Houston,Branch,45.0,Engineer,29.000000000000004,1.0,9733.59,622.0,0,41-50,1
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,634.0,0,18-30,1
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,446.0,0,31-40,3
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,503.00000000000006,0,51-60,0
383.69,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,369.00000000000006,0,51-60,2
247.16999999999996,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,531.0,0,60+,0
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.06,450.0,0,<18,0
4.15,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,381.0,0,51-60,0
60.989999999999995,Debit,Oklahoma City,Branch,34.0,Engineer,58.00000000000001,1.0,7281.46,460.0,0,31-40,1
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,324.0,0,18-30,2
524.6,Debit,El Paso,Branch,58.0,Doctor,75.99999999999999,1.0,13017.7,576.0,0,51-60,3
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.660000000001,390.00000000000006,0,18-30,2
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,321.0,0,60+,1
124.84,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,408.0,0,51-60,1
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,487.0,0,51-60,1
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,559.0,0,60+,0
157.7,Credit,Omaha,Branch,58.0,,45.99999999999999,1.0,8332.58,338.0,0,51-60,1
81.27,Credit,Seattle,Online,22.0,Student,68.00000000000001,1.0,1814.48,362.0,0,18-30,1
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.7699999999995,563.0,0,31-40,0
16.73,Debit,,Online,79.0,Retired,165.0,1.0,7591.129999999999,339.0,0,60+,0
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,451.0,0,51-60,2
39.21,Debit,Miami,ATM,66.0,Doctor,245.0,1.0,9385.57,543.0,1,60+,2
637.75,Debit,Dallas,Branch,79.0,Retired,151.99999999999997,1.0,4202.92,468.0,0,60+,3
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,549.0,0,60+,0
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,375.0,0,<18,0
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,545.0,0,18-30,3
226.66,Debit,,Branch,41.0,Doctor,168.00000000000003,1.0,10216.25,312.0,0,41-50,0
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,387.99999999999994,0,18-30,2
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,657.0,0,41-50,1
793.13,Debit,Memphis,Online,68.0,Doctor,75.99999999999999,1.0,13389.16,543.0,0,60+,3
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,408.99999999999994,0,51-60,1
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.6899999999999,594.0,0,18-30,1
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,422.0,0,60+,0
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,338.0,0,31-40,1
23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,1.0,14851.28,634.0,1,41-50,0
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,601.0,0,31-40,2
259.9,Debit,Oklahoma City,Online,26.0,Student,100.00000000000001,1.0,914.2799999999999,499.99999999999994,0,18-30,0
59.51,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,579.0,0,31-40,1
50.63,Debit,Columbus,Online,64.0,Retired,143.0,1.0,4732.81,529.0,1,60+,0
211.36,Debit,Jacksonville,Branch,20.0,Student,91.0,1.0,530.86,520.0,0,18-30,1
112.94,Credit,San Antonio,Online,73.0,Retired,30.999999999999996,1.0,3807.8399999999997,345.0,0,60+,1
11.81,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,615.0,0,18-30,0
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,355.0,0,51-60,1
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,363.0,0,60+,1
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,653.0,0,18-30,2
141.8,,Chicago,ATM,18.0,Student,116.00000000000001,1.0,1697.67,354.0,0,<18,0
209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,485.0,0,51-60,0
211.36,Debit,Baltimore,ATM,26.0,Student,144.0,1.0,1629.12,628.0,0,18-30,0
261.14,Debit,San Antonio,,42.0,Engineer,162.0,1.0,6100.08,538.0,0,41-50,0
101.81,Debit,Fort Worth,ATM,45.0,Doctor,105.0,1.0,13872.03,493.0,1,41-50,0
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,412.00000000000006,0,31-40,0
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,611.0,0,18-30,2
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,412.00000000000006,0,31-40,0
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,509.0,0,41-50,1
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.2499999999999,430.0,0,18-30,3
154.32,Credit,Tucson,ATM,38.0,Engineer,112.0,1.0,6972.5,307.0,0,31-40,0
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,517.0,0,60+,0
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,489.0,0,60+,3
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,585.0,0,18-30,0
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,460.0,0,51-60,3
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,671.0,0,60+,0
53.51,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,374.0,0,51-60,0
211.36,Debit,Los Angeles,Branch,30.0,Engineer,262.0,1.0,9257.04,430.0,0,18-30,2
52.95,Credit,Charlotte,Online,68.0,,14.0,1.0,6335.58,453.99999999999994,0,60+,1
120.17,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,453.0,0,41-50,0
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,424.0,0,31-40,1
119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,601.0,0,41-50,1
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,543.0,0,18-30,1
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,439.0,0,51-60,2
11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,629.0,0,41-50,0
61.37,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,636.0,0,60+,0
103.08,Credit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,615.0,0,41-50,0
1.2100000000000002,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.739999999999,440.0,0,51-60,0
425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,1.0,9880.71,396.0,0,18-30,0
60.96,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,377.0,0,51-60,2
64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,664.0,0,51-60,1
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,534.0,0,51-60,3
50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,360.0,0,60+,0
110.08,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.26,349.0,0,18-30,1
54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.42,356.0,0,18-30,1
79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,580.0,0,60+,0
16.79,Credit,Detroit,Online,30.0,Doctor,146.0,1.0,535.15,363.0,0,18-30,0
211.36,Debit,San Diego,Online,18.0,Student,61.99999999999999,1.0,859.8599999999999,377.0,1,<18,1
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,493.0,0,18-30,0
643.38,Credit,Detroit,Online,18.0,Student,105.0,1.0,1046.74,363.0,0,<18,3
328.34,Credit,San Diego,Online,42.0,Engineer,30.999999999999996,1.0,2840.45,387.99999999999994,0,41-50,1
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,471.0,0,60+,1
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,536.0,0,51-60,2
793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1.0,1404.06,620.0,0,18-30,2
29.22,Debit,Detroit,ATM,27.0,Engineer,69.00000000000001,1.0,7795.79,615.0,0,18-30,1
653.97,Debit,Miami,,37.0,Engineer,100.00000000000001,1.0,3886.65,396.0,0,31-40,3
